,course,rating,students,level,university,skills
370,Using SAS Viya REST APIs with Python and R,4.6,3.1,Mixed,SAS,Python
371,"Concepts in Python: Loops, Functions and Returns",4.7,2.6,Beginner,Coursera Project Network,Python
372,Introduction to Customer Segmentation in Python,4.6,,Beginner,Coursera Project Network,Python
373,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,4.7,110.0,Mixed,"University of California, Irvine",Python
374,Advanced Python Scripting for Cybersecurity,4.0,,Beginner,Infosec,Python
375,Introduction to Python Scripting for DevOps,4.3,2.5,Beginner,LearnQuest,Python
376,用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2)),4.6,7.9,Intermediate,National Taiwan University,Python
377,Logistic Regression with Python and Numpy,4.5,5.7,Intermediate,Coursera Project Network,Python
378,Linear Regression with NumPy and Python,4.4,16.0,Intermediate,Coursera Project Network,Python
379,Python for Finance: Beta and Capital Asset Pricing Model,4.6,,Beginner,Coursera Project Network,Python
380,Accounting Data Analytics with Python,4.1,8.6,Intermediate,University of Illinois at Urbana-Champaign,Python
381,Image Denoising Using AutoEncoders in Keras and Python,4.5,6.6,Intermediate,Coursera Project Network,Python
382,Create a Python Application using MySQL,4.5,5.0,Intermediate,Coursera Project Network,Python
383,Python for Data Visualization: Matplotlib & Seaborn,4.7,,Beginner,Coursera Project Network,Python
384,Introduction to Data Science and scikit-learn in Python,3.8,,Beginner,LearnQuest,Python
385,Create Your First Game with Python,4.5,12.0,Intermediate,Coursera Project Network,Python
386,Creating a Wordcloud using NLP and TF-IDF in Python,,,Beginner,Coursera Project Network,Python
387,Exception Handling in Python,4.7,2.0,Intermediate,Coursera Project Network,Python
388,Crime Zone Heatmaps with Python and Folium,,,Beginner,Coursera Project Network,Python
389,FIFA20 Data Exploration using Python,4.6,1.9,Beginner,Coursera Project Network,Python
390,Processing Data with Python,4.4,5.7,Intermediate,Coursera Project Network,Python
391,"Python Scripting: Dates, Classes and Collections",4.4,,Beginner,LearnQuest,Python
392,GUI programming: Create a Calculator in Python,4.8,,Intermediate,Coursera Project Network,Python
393,Neural Network Visualizer Web App with Python,4.5,6.5,Intermediate,Coursera Project Network,Python
394,Clustering Geolocation Data Intelligently in Python,4.5,10.0,Intermediate,Coursera Project Network,Python
395,Basic Statistics in Python (ANOVA),4.4,,Beginner,Coursera Project Network,Python
396,Build a Bot in Python for Basic File and Interface Chores,,,Intermediate,Coursera Project Network,Python
397,Support Vector Machine Classification in Python,4.4,6.0,Intermediate,Coursera Project Network,Python
398,Version Control of a Python Project using Git,4.4,1.8,Intermediate,Coursera Project Network,Python
399,"Merge, Sort and Filter Data in Python Pandas",4.5,3.4,Intermediate,Coursera Project Network,Python
400,Language Classification with Naive Bayes in Python,4.5,6.1,Intermediate,Coursera Project Network,Python
401,Determine Shortest Paths Between Routers Using Python,4.6,,Intermediate,Coursera Project Network,Python
402,Data Analysis in Python with pandas & matplotlib in Spyder,2.5,,Beginner,Codio,Python
403,"Python Scripting: Files, Inheritance, and Databases",4.7,,Beginner,LearnQuest,Python
404,Class Creation in Object Oriented Python,4.3,2.7,Beginner,Coursera Project Network,Python
405,Data Visualization with Python,4.5,7.7,Intermediate,Coursera Project Network,Python
406,Basic Statistics in Python (Correlations and T-tests),4.3,,Beginner,Coursera Project Network,Python
407,Aprendiendo Python con estadística descriptiva,4.7,,Beginner,Coursera Project Network,Python
408,Creando simulaciones con python,,,Intermediate,Coursera Project Network,Python
409,Image Compression and Generation using Variational Autoencoders in Python,4.7,3.2,Intermediate,Coursera Project Network,Python
410,Python for Active Defense,4.4,,Intermediate,Infosec,Python
411,Estructuras de datos en Python,4.5,14.0,Beginner,Universidad Austral,Python
412,Improve Your Python Code Using Amazon CodeGuru,4.6,2.1,Intermediate,Amazon Web Services,Python
413,"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",4.4,,Beginner,Coursera Project Network,Python
414,Create Python Linux Script to Generate a Disk Usage Report,4.5,4.4,Intermediate,Coursera Project Network,Python
415,Regex Python - Découvrir les Expressions Régulières,4.8,,Beginner,Coursera Project Network,Python
416,"Classification Trees in Python, From Start To Finish",4.6,9.0,Intermediate,Coursera Project Network,Python
417,Create a Memory Puzzle Game in Python Using Pygame,4.3,1.7,Intermediate,Coursera Project Network,Python
418,Big-O Time Complexity in Python Code,4.6,,Intermediate,Coursera Project Network,Python
419,Análisis de datos con Python,4.6,1.6,Beginner,IBM,Python
420,Python 101: Develop Your First Python Program,4.8,3.6,Beginner,Coursera Project Network,Python
421,Create Your First Python Program From UST,4.6,30.0,Beginner,Coursera Project Network,Python
422,An Introduction to Interactive Programming in Python (Part 2),4.9,47.0,Beginner,Rice University,Python
423,Object-Oriented Python: Inheritance and Encapsulation,4.3,2.1,Intermediate,Codio,Python
424,Programación Orientada a Objetos con Python,4.0,14.0,Beginner,Universidad Austral,Python
425,Compose and Program Music in Python using Earsketch,4.5,13.0,Beginner,Coursera Project Network,Python
426,Manejo de bases de datos con Python,4.2,13.0,Beginner,Universidad Austral,Python
427,用 Python 做商管程式設計（三）(Programming for Business Computing in Python (3)),4.9,5.9,Mixed,National Taiwan University,Python
428,Uso de Python para Acceder a Datos Web,,,Mixed,University of Michigan,Python
429,Python Basics: Selection and Iteration,4.6,2.8,Beginner,Codio,Python
430,Global Warming II: Create Your Own Models in Python,4.1,13.0,Mixed,The University of Chicago,Python
431,Python Basics: Create a Guessing Number Game from Scratch,4.6,3.5,Beginner,Coursera Project Network,Python
432,Python Database Connection with MariaDB From Infosys,4.7,2.2,Intermediate,Coursera Project Network,Python
433,Python para a Ciência de Dados e IA,,,Beginner,IBM,Python
434,"Python Object Basics: Functions, Recursion, and Objects",4.8,,Intermediate,Codio,Python
435,"Python Basic Structures: Lists, Strings, and Files",4.4,,Beginner,Codio,Python
436,Database Operations in MariaDB Using Python From Infosys,4.6,1.8,Advanced,Coursera Project Network,Python
437,Use Python Regular Expressions to Process File Data,3.3,,Intermediate,Coursera Project Network,Python
438,"Where, Why, and How of Lambda Functions in Python",,,Beginner,Coursera Project Network,Python
439,Python에서 데이터베이스 사용하기,,,Mixed,University of Michigan,Python
440,Dice Game in Python,4.5,,Beginner,Coursera Project Network,Python
441,Python: обработка и анализ данных и ИИ,,,Beginner,IBM,Python
442,Statistical Analysis using Python Numpy,,,Intermediate,Coursera Project Network,Python
443,Python Dynamic HTML Web Server,4.5,6.0,Beginner,Coursera Project Network,Python
444,Работа с базами данных в Python,,,Mixed,University of Michigan,Python
445,Визуализация данных с помощью Python,,,Intermediate,IBM,Python
446,Python Scripting for DevOps,4.3,,Intermediate,Coursera Project Network,Python
447,"Support Vector Machines in Python, From Start to Finish",4.6,4.6,Intermediate,Coursera Project Network,Python
448,Analyze Box Office Data with Plotly and Python,4.5,8.5,Beginner,Coursera Project Network,Python
449,Snake game in Python: use Pygame to build your game,,,Intermediate,Coursera Project Network,Python
450,Aprendiendo Python con bases de datos,4.7,,Beginner,Coursera Project Network,Python
451,Primeros pasos en Python,4.6,,Beginner,Coursera Project Network,Python
452,Create Beautiful Data Visualizations with Python and Altair,,,Intermediate,Coursera Project Network,Python
453,Introduction to Search Techniques in Python: Binary Search,,,Beginner,Coursera Project Network,Python
454,Implementing Hangman Game Using Basics of Python 3,4.5,,Beginner,Coursera Project Network,Python
455,Aprendiendo Python con álgebra lineal,4.6,,Beginner,Coursera Project Network,Python
456,Aprendiendo Python con circuitos digitales,4.8,,Beginner,Coursera Project Network,Python
457,Creating a Word Jumble Game in Python Using Tkinter GUI,,,Beginner,Coursera Project Network,Python
458,Create a Connect Four Game in Python using Pygame,,,Intermediate,Coursera Project Network,Python
459,Machine Learning with Python,4.7,250.0,Intermediate,IBM,Python
460,Statistics for Data Science with Python,4.6,12.0,Mixed,IBM,Python
461,Building Modern Python Applications on AWS,4.5,73.0,Intermediate,Amazon Web Services,Python
462,Análise de dados com Python,,,Beginner,IBM,Python
463,Introdução à Ciência da Computação com Python Parte 2,4.9,25.0,Beginner,Universidade de São Paulo,Python
464,Python Project for AI & Application Development,4.5,7.7,Intermediate,IBM,Python
465,Data Science con Python e R,4.1,,Intermediate,Università di Napoli Federico II,Python
466,Programación para todos (Introducción a Python),4.9,2.2,Mixed,University of Michigan,Python
467,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",4.7,16.0,Intermediate,Ludwig-Maximilians-Universität München (LMU),Python
468,Fitting Statistical Models to Data with Python,4.4,26.0,Intermediate,University of Michigan,Python
469,Programmation pour tous (mise en route de Python),4.9,,Mixed,University of Michigan,Python
470,Computer Vision - Image Basics with OpenCV and Python,4.3,14.0,Beginner,Coursera Project Network,Python
471,Applied Text Mining in Python,4.2,120.0,Intermediate,University of Michigan,Python
472,Programação para todos (Conceitos básicos de Python),5.0,,Mixed,University of Michigan,Python
473,Python: Istruzioni per l’uso,4.1,,Beginner,Università di Napoli Federico II,Python
474,Geospatial Data Visualization using Python and Folium,,,Intermediate,Coursera Project Network,Python
475,Use Python Unit Test to Demonstrate TDD,,,Intermediate,Coursera Project Network,Python
476,Python and Machine-Learning for Asset Management with Alternative Data Sets,4.4,11.0,Intermediate,EDHEC Business School,Python
477,Applied Social Network Analysis in Python,4.7,85.0,Intermediate,University of Michigan,Python
478,Image Processing with Python,4.3,12.0,Intermediate,Coursera Project Network,Python
479,Traffic Sign Classification Using Deep Learning in Python/Keras,4.6,10.0,Intermediate,Coursera Project Network,Python
480,Climate Geospatial Analysis on Python with Xarray,4.2,,Intermediate,Coursera Project Network,Python
481,Create a Python Application using PyMongo and MongoDB Database,4.4,3.2,Intermediate,Coursera Project Network,Python
482,Network Data Science with NetworkX and Python,4.3,5.0,Intermediate,Coursera Project Network,Python
483,Машинное обучение с использованием Python,,,Intermediate,IBM,Python
484,Dimensionality Reduction using an Autoencoder in Python,4.6,3.3,Intermediate,Coursera Project Network,Python
485,"Activity Recognition using Python, Tensorflow and Keras",,,Beginner,Coursera Project Network,Python
486,Build a Python GUI with Tkinter,4.4,3.2,Intermediate,Coursera Project Network,Python
487,Aprendizado de máquina com Python,,,Intermediate,IBM,Python
488,Python Data Visualization,4.7,33.0,Beginner,Rice University,Python
489,Estadísticas para la Ciencia de Datos con Python,,,Mixed,IBM,Python
490,Анализ данных с использованием Python,,,Beginner,IBM,Python
491,Testing and Debugging Python,4.3,6.2,Intermediate,Coursera Project Network,Python
492,Use Python to Create a Web Testing Bot,4.0,,Intermediate,Coursera Project Network,Python
493,Analysing Covid-19 Geospatial data with Python,4.3,,Intermediate,Coursera Project Network,Python
494,Procesamiento del lenguaje natural con Python y Power BI,5.0,,Intermediate,Coursera Project Network,Python
495,Extract Text Data with Python and Regex,4.4,,Intermediate,Coursera Project Network,Python
496,Machine Learning for Accounting with Python,4.5,6.6,Intermediate,University of Illinois at Urbana-Champaign,Python
497,Logistic Regression with NumPy and Python,4.5,12.0,Beginner,Coursera Project Network,Python
498,Image Segmentation with Python and Unsupervised Learning,4.6,,Intermediate,Coursera Project Network,Python
499,Advanced Python - Reconnaissance,4.0,,Mixed,Infosec,Python
500,Aprendizaje Automático con Python,5.0,,Intermediate,IBM,Python
501,Python per la Data Science,,,Intermediate,Università di Napoli Federico II,Python
502,Visualizing & Communicating Results in Python with Jupyter,,,Beginner,Codio,Python
503,Linear Regression with Python,4.6,10.0,Intermediate,Coursera Project Network,Python
504,Análisis exploratorio de datos con Python y Pandas,,,Beginner,Coursera Project Network,Python
505,"Storing, Retrieving, and Processing JSON data with Python",,,Intermediate,Coursera Project Network,Python
506,Wrangling Data for Data Analysts with Python,,,Beginner,Coursera Project Network,Python
507,Analyser vos données avec Python,,,Beginner,Coursera Project Network,Python
508,Test Driven Development Process For Beginners In Python,,,Beginner,Coursera Project Network,Python
509,"Where, Why, and How of List Comprehension in Python",,,Beginner,Coursera Project Network,Python
510,Facebook Network Analysis using Python and Networkx,4.3,,Intermediate,Coursera Project Network,Python
511,Visualización Avanzada de datos con Python,,,Intermediate,Coursera Project Network,Python
512,Regresión logística con NumPy y Python,,,Beginner,Coursera Project Network,Python
513,Creating a Color Game in Python Using Tkinter GUI,,,Beginner,Coursera Project Network,Python
514,Creating a Supermarket App Using Python,4.5,,Intermediate,Coursera Project Network,Python
515,"Python for Command-and-control, Exfiltration and Impact",5.0,,Intermediate,Infosec,Python
516,DevOps and Build Automation with Python,4.0,,Beginner,LearnQuest,Python
517,Detect Fake News in Python with Tensorflow,3.8,,Intermediate,Coursera Project Network,Python
518,COVID-19 : Les séries temporelles avec Python et Pandas,4.5,,Intermediate,Coursera Project Network,Python
519,Working with AWS S3 Buckets using Python & boto3,5.0,,Beginner,Coursera Project Network,Python
520,Introduction to Statistics in Python,,,Intermediate,Coursera Project Network,Python
521,DataViz - Grammaire des Graphiques avec Python,,,Intermediate,Coursera Project Network,Python
522,Text Generation with Markov Chains in Python,,,Intermediate,Coursera Project Network,Python
523,AWS Elastic Beanstalk:Deploy a Python(Flask) Web Application,4.6,1.5,Beginner,Coursera Project Network,Python
524,Regular Expressions in Python,4.3,,Intermediate,Coursera Project Network,Python
525,Configuring Python Extension Pack with Visual Studio Code,,,Beginner,Coursera Project Network,Python
526,Build a User Interface using Python Language,,,Intermediate,Coursera Project Network,Python
527,Visualización de Datos con Python,4.6,,Intermediate,IBM,Python
528,Hypothesis Testing with Python and Excel,4.2,2.1,Intermediate,Tufts University,Python
529,Use Python and Java to Create a GUI Application,,,Intermediate,Coursera Project Network,Python
530,Программирование для всех (начало работы с Python),,,Mixed,University of Michigan,Python
531,Create your own Sudoku Solver using AI and Python,4.3,2.7,Intermediate,Coursera Project Network,Python
532,Create a Tic-Tac-Toe game in Python,4.9,,Intermediate,Coursera Project Network,Python
533,Practical Python for AI Coding 2,,,Beginner,Korea Advanced Institute of Science and Technology(KAIST),Python
534,Applied Calculus with Python,,,Intermediate,Johns Hopkins University,Python
535,Uso de bancos de dados com Python,,,Mixed,University of Michigan,Python
536,Uso de bases de datos con Python,,,Mixed,University of Michigan,Python
537,Juniper Networks Automation Using Python and PyEZ,,,Beginner,Juniper Networks,Python
538,Estructuras de datos de Python,,,Mixed,University of Michigan,Python
539,Использование языка Python для доступа к веб-данным,,,Mixed,University of Michigan,Python
540,Defensive Python,,,Mixed,Infosec,Python
541,Automatic Machine Learning with H2O AutoML and Python,4.8,6.3,Intermediate,Coursera Project Network,Python
542,Estruturas de dados Python,,,Mixed,University of Michigan,Python
543,Deploying a Python Data Analytics web app on Heroku,4.3,,Intermediate,Coursera Project Network,Python
544,Analyze Box Office Data with Seaborn and Python,4.5,4.1,Intermediate,Coursera Project Network,Python
545,Working with Amazon DynamoDB using Python & Boto3,,,Beginner,Coursera Project Network,Python
546,Enhance your python unit testing using Coverage,,,Intermediate,Coursera Project Network,Python
547,Python Optical Character Recognition using Pytorch,,,Beginner,Coursera Project Network,Python
548,Структуры данных Python,,,Mixed,University of Michigan,Python
549,Visualização de dados com o Python,,,Intermediate,IBM,Python
550,"Le Où, Pourquoi et Comment des Fonctions Lambda en Python",,,Beginner,Coursera Project Network,Python
551,Series Temporales con Pycaret y Python,,,Intermediate,Coursera Project Network,Python
552,Data Processing using Python Collections,,,Intermediate,Coursera Project Network,Python
553,GUI Programming: Create a Login System in Python,3.8,,Intermediate,Coursera Project Network,Python
554,Plots Creation using Matplotlib Python,,,Beginner,Coursera Project Network,Python
555,Build a Machine Learning Image Classifier with Python,,,Intermediate,Coursera Project Network,Python
556,ML: Diagnose the presence of Breast Cancer with Python,,,Intermediate,Coursera Project Network,Python
557,High-dimensional Data visualization techniques using python,,,Intermediate,Coursera Project Network,Python
558,Decryption with Python,,,Intermediate,Coursera Project Network,Python
559,Machine Learning con Python. Nivel intermedio,,,Beginner,Coursera Project Network,Python
560,Installation et Configuration Python avec Visual Studio Code,,,Beginner,Coursera Project Network,Python
561,Nettoyer vos données avec Python,,,Beginner,Coursera Project Network,Python
562,Python استخدام قواعد البيانات مع,,,Mixed,University of Michigan,Python
563,Write your own Python tool to footprint a web application,,,Intermediate,Coursera Project Network,Python
564,Personal Desktop Notifier in Python: Covid-19 notifications,,,Intermediate,Coursera Project Network,Python
565,Python بُنى بيانات,,,Mixed,University of Michigan,Python
566,Exploring and Analyzing Fifa's Datasets Using Python,,,Beginner,Coursera Project Network,Python
567,Crea tu primera aplicación web con Python y Flask,,,Intermediate,Coursera Project Network,Python
568,Python برنامج لحل لعبة السودوكو بالذكاء الاصطناعى باستخدام,,,Intermediate,Coursera Project Network,Python
569,Message Encoding/Decoding in Python with GUI,,,Beginner,Coursera Project Network,Python
570,Create Ping-Pong Game in Python using Turtle Graphics,,,Intermediate,Coursera Project Network,Python
571,Machine Learning con Python. Nivel Avanzado,,,Intermediate,Coursera Project Network,Python
572,"Creating a Rock, Paper, Scissors Game in Python",,,Beginner,Coursera Project Network,Python
573,Create a Dynamic-Link Library with DevC++ for Python,,,Intermediate,Coursera Project Network,Python
574,Design and Develop an Obstacles Game using Pygame in Python,,,Intermediate,Coursera Project Network,Python
575,Hierarchical relational data analysis using python,,,Intermediate,Coursera Project Network,Python
576,برنامج تنبيه سطح المكتب باستخدام Python: إشعارات Covid-19,,,Intermediate,Coursera Project Network,Python
577,Python في Pygame تصميم و تطوير لعبة العقبات باستخدام,,,Intermediate,Coursera Project Network,Python
578,Affectation de variable en Python,,,Beginner,Coursera Project Network,Python
579,Création de chaînes en Python,,,Beginner,Coursera Project Network,Python
580,Tirer Parti des Listes Pour un Code Python Plus Simple,,,Beginner,Coursera Project Network,Python
581,"Aprendiendo Python con textos, números y ecuaciones",4.8,,Beginner,Coursera Project Network,Python
582,Graficando con Python,,,Intermediate,Coursera Project Network,Python
583,Chicken Invaders Game in Python using Pygame,,,Beginner,Coursera Project Network,Python
584,أساسيات python: برمج لعبة تخمين الرقم من الصفر,,,Beginner,Coursera Project Network,Python
585,بناء Neural Network مكونه من 3 طبقات بأستخدام لغة Python,,,Beginner,Coursera Project Network,Python
586,Les Expressions Régulières en Python,,,Intermediate,Coursera Project Network,Python
587,Python معالجة مسبقة للبيانات و تحليلها بواسطة,,,Beginner,Coursera Project Network,Python
588,Crea tu primer juego de adivinanza con Python,,,Beginner,Coursera Project Network,Python
589,MatplotLib Python باستخدام plots إنشاء ال,,,Beginner,Coursera Project Network,Python
590,Des nombres et plus en Python,,,Beginner,Coursera Project Network,Python
591,Explorando funciones cuadráticas con Python,,,Beginner,Coursera Project Network,Python
592,Aprendizaje automático con Python y Azure Notebooks,,,Beginner,Coursera Project Network,Python
593,لعبة الثعبان عن طريق python:استخدم pygame لتصنع لعبتك الخاصة,,,Intermediate,Coursera Project Network,Python
594,Explorando funciones lineales con Python,,,Beginner,Coursera Project Network,Python
595,Extraire des Données de Texte avec Python et Regex,,,Beginner,Coursera Project Network,Python
596,Python для информационной безопасности,,,Intermediate,E-Learning Development Fund,Python
597,Python для кибербезопасности,,,Intermediate,E-Learning Development Fund,Python
598,Introduction to Data Science,4.6,690.0,Beginner,IBM,Python
599,Applied Data Science,4.6,500.0,Beginner,IBM,Python
600,IBM Full Stack Cloud Developer,4.6,470.0,Beginner,IBM,Python
601,IBM Cybersecurity Analyst,4.6,250.0,Beginner,IBM,Python
602,IBM Applied AI,4.6,530.0,Beginner,IBM,Python
603,Learn SQL Basics for Data Science,4.6,400.0,Beginner,"University of California, Davis",Python
604,Preparing for Google Cloud Certification: Machine Learning Engineer,4.6,350.0,Intermediate,Google Cloud,Python
605,IBM Machine Learning,4.6,37.0,Intermediate,IBM,Python
606,Mathematics for Machine Learning,4.6,300.0,Beginner,Imperial College London,Python
607,Sports Performance Analytics,4.5,8.9,Intermediate,University of Michigan,Python
608,Computational Thinking for Problem Solving,4.7,75.0,Beginner,University of Pennsylvania,Python
609,Machine Learning for Trading,3.9,40.0,Intermediate,New York Institute of Finance,Python
610,Advanced Statistics for Data Science,4.4,94.0,Advanced,Johns Hopkins University,Python
611,Ciencia de Datos de IBM,4.5,7.4,Beginner,IBM,Python
612,Introducción a la Ciencia de Datos,4.5,4.4,Beginner,IBM,Python
613,Spacecraft Dynamics and Control,4.8,26.0,Advanced,University of Colorado Boulder,Python
614,Biology Meets Programming: Bioinformatics for Beginners,4.2,130.0,Beginner,University of California San Diego,Python
615,Data Analysis and Interpretation,4.4,140.0,Beginner,Wesleyan University,Python
616,Introduction to Data Analytics,3.2,4.5,Beginner,Meta,Python
617,Introduction to MongoDB,4.2,52.0,Intermediate,MongoDB Inc.,Python
618,Getting started with TensorFlow 2,4.9,25.0,Intermediate,Imperial College London,Python
619,Machine Learning Foundations: A Case Study Approach,4.6,360.0,Mixed,University of Washington,Python
620,Reinforcement Learning for Trading Strategies,3.7,11.0,Intermediate,New York Institute of Finance,Python
621,Mastering Data Analysis with Pandas: Learning Path Part 1,4.6,,Beginner,Coursera Project Network,Python
622,"Developing Applications with SQL, Databases, and Django",4.5,5.7,Intermediate,IBM,Python
623,Learn to Program: Crafting Quality Code,4.6,54.0,Mixed,University of Toronto,Python
624,Advanced Linear Models for Data Science 2: Statistical Linear Models,4.5,20.0,Advanced,Johns Hopkins University,Python
625,Computer Science: Programming with a Purpose,4.7,150.0,Beginner,Princeton University,Python
626,Developing AI Applications on Azure,4.4,45.0,Advanced,LearnQuest,Python
627,Build & Deploy AI Messenger Chatbot using IBM Watson,4.5,4.4,Beginner,Coursera Project Network,Python
628,Tweet Emotion Recognition with TensorFlow,4.7,4.3,Intermediate,Coursera Project Network,Python
629,Agile Project: Product Prototype Touchpoint Analysis in Miro,4.6,2.1,Intermediate,Coursera Project Network,Python
630,Data for Machine Learning,4.4,6.5,Intermediate,Alberta Machine Intelligence Institute,Python
631,Data Science at Scale,4.2,83.0,Intermediate,University of Washington,Python
632,Principios de ingeniería de software automatizada y ágil Programa de Certificado MasterTrack®,,,,Universidad de los Andes,Python
633,Machine Learning for Analytics MasterTrack™ Certificate,,,,University of Chicago,Python
634,Google IT Support,4.8,1200.0,Beginner,Google,Python
635,Modern Application Development with Node.js on AWS,4.8,83.0,Beginner,Amazon Web Services,Python
636,"HTML, CSS, and Javascript for Web Developers",4.7,690.0,Mixed,Johns Hopkins University,Python
637,Object Oriented Programming in Java,4.6,510.0,Beginner,University of California San Diego,Python
638,Introduction to Web Development,4.7,190.0,Beginner,"University of California, Davis",Python
639,Machine Learning for All,4.7,110.0,Beginner,University of London,Python
640,Introduction to Machine Learning,4.7,160.0,Intermediate,Duke University,Python
641,Advanced Django: Mastering Django and Django Rest Framework,4.8,1.8,Advanced,Codio,Python
642,Introduction to Java and Object-Oriented Programming,4.3,9.8,Beginner,University of Pennsylvania,Python
643,Fundamentals of Scalable Data Science,4.3,63.0,Beginner,IBM,Python
644,Web Application Technologies and Django,4.7,63.0,Intermediate,University of Michigan,Python
645,"Introduction to Trading, Machine Learning & GCP",4.0,32.0,Intermediate,Google Cloud,Python
646,Advanced Machine Learning and Signal Processing,4.5,39.0,Advanced,IBM,Python
647,Building Web Applications in Django,4.7,31.0,Intermediate,University of Michigan,Python
648,Guided Tour of Machine Learning in Finance,3.8,28.0,Intermediate,New York University,Python
649,Using Machine Learning in Trading and Finance,4.0,16.0,Intermediate,New York Institute of Finance,Python
650,Introduction to Accounting Data Analytics and Visualization,4.8,20.0,Beginner,University of Illinois at Urbana-Champaign,Python
651,Advanced Django: Building a Blog,4.9,,Advanced,Codio,Python
652,Object-Oriented Programming Concepts,4.6,1.5,Beginner,LearnQuest,Python
653,"Cloud Virtualization, Containers and APIs",4.4,2.5,Beginner,Duke University,Python
654,Statistics for Machine Learning for Investment Professionals,,,Beginner,CFA Institute,Python
655,Cloud Data Engineering,4.2,2.4,Intermediate,Duke University,Python
656,Advanced Django: Introduction to Django Rest Framework,4.4,,Advanced,Codio,Python
657,بايثون لعلوم البيانات والذكاء الصناعي,,,Beginner,IBM,Python
658,Exploratory Data Analysis,4.2,5.2,Intermediate,Coursera Project Network,Python
659,Build Your First Android App (Project-Centered Course),4.2,330.0,Mixed,CentraleSupélec,Python
660,The Fundamental of Data-Driven Investment,,,Beginner,Sungkyunkwan University,Python
661,Introduction to Bayesian Statistics,3.2,2.1,Beginner,Databricks,Python
662,Advanced Django: Advanced Django Rest Framework,,,Advanced,Codio,Python
663,Deploy an NLP Text Generator: Bart Simpson Chalkboard Gag,,,Intermediate,Coursera Project Network,Python
664,Advanced Django: External APIs and Task Queuing,,,Advanced,Codio,Python
665,التعلّم الآلي باستخدام لغة بايثون,,,Intermediate,IBM,Python
666,Build a Classification Model using PyCaret,,,Beginner,Coursera Project Network,Python
667,Deep Learning,4.8,1200.0,Intermediate,DeepLearning.AI,Python
668,Data Engineering Foundations,4.6,490.0,Beginner,IBM,Python
669,IBM Data Warehouse Engineer,4.6,270.0,Beginner,IBM,Python
670,"BI Foundations with SQL, ETL and Data Warehousing",4.6,250.0,Beginner,IBM,Python
671,Natural Language Processing,4.6,110.0,Intermediate,DeepLearning.AI,Python
672,Preparing for Google Cloud Certification: Cloud Data Engineer,4.6,250.0,Intermediate,Google Cloud,Python
673,"Data Engineering, Big Data, and Machine Learning on GCP",4.6,250.0,Intermediate,Google Cloud,Python
674,Genomic Data Science,4.5,120.0,Intermediate,Johns Hopkins University,Python
675,Security Analyst Fundamentals,4.6,36.0,Beginner,IBM,Python
676,Neural Networks and Deep Learning,4.9,1000.0,Intermediate,DeepLearning.AI,Python
677,IBM Introduction to Machine Learning,4.6,32.0,Intermediate,IBM,Python
678,Generative Adversarial Networks (GANs),4.7,40.0,Intermediate,DeepLearning.AI,Python
679,TensorFlow: Advanced Techniques,4.8,27.0,Intermediate,DeepLearning.AI,Python
680,Self-Driving Cars,4.7,130.0,Advanced,University of Toronto,Python
681,"NoSQL, Big Data, and Spark Foundations",4.3,11.0,Beginner,IBM,Python
682,Practical Data Science,4.5,16.0,Advanced,DeepLearning.AI,Python
683,Tools for Data Science,4.5,260.0,Beginner,IBM,Python
684,Introduction to Discrete Mathematics for Computer Science,4.5,160.0,Beginner,University of California San Diego,Python
685,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",4.9,440.0,Intermediate,DeepLearning.AI,Python
686,Machine Learning with TensorFlow on Google Cloud,4.5,120.0,Intermediate,Google Cloud,Python
687,AI for Medicine,4.7,53.0,Intermediate,DeepLearning.AI,Python
688,Машинное обучение и анализ данных,4.7,110.0,Intermediate,Moscow Institute of Physics and Technology,Python
689,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.7,280.0,Intermediate,DeepLearning.AI,Python
690,Big Data,4.5,340.0,Beginner,University of California San Diego,Python
691,Convolutional Neural Networks,4.9,400.0,Intermediate,DeepLearning.AI,Python
692,PostgreSQL for Everybody,4.8,15.0,Intermediate,University of Michigan,Python
693,Become a Sustainable Business Change Agent,4.7,13.0,Intermediate,University of Colorado System,Python
694,An Introduction to Programming the Internet of Things (IOT),4.7,440.0,Beginner,"University of California, Irvine",Python
695,Convolutional Neural Networks in TensorFlow,4.7,110.0,Intermediate,DeepLearning.AI,Python
696,Build Basic Generative Adversarial Networks (GANs),4.7,38.0,Intermediate,DeepLearning.AI,Python
697,Microsoft Azure Data Scientist Associate - DP-100 Test Prep,4.6,3.2,Intermediate,Microsoft,Python
698,Advanced Machine Learning on Google Cloud,4.4,69.0,Advanced,Google Cloud,Python
699,Analista de Datos de IBM,4.4,11.0,Beginner,IBM,Python
700,Machine Learning,4.6,430.0,Intermediate,University of Washington,Python
701,"Modern Robotics: Mechanics, Planning, and Control",4.7,44.0,Intermediate,Northwestern University,Python
702,Natural Language Processing in TensorFlow,4.6,100.0,Intermediate,DeepLearning.AI,Python
703,TensorFlow: Data and Deployment,4.6,40.0,Intermediate,DeepLearning.AI,Python
704,Mathematics for Machine Learning: Linear Algebra,4.7,280.0,Beginner,Imperial College London,Python
